YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2020,2020,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,50.7,50.7,,46.9,54.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2015,2015,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,26.2,26.2,,23.1,29.6,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2017,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,33.9,33.9,,30.9,37,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2019,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,33.2,33.2,,30.1,36.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2017,2017,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.5,25.5,,22.6,28.6,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2020,2020,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.0,20,,16.9,23.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2019,2019,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,23.0,23,,20.2,26,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,11.9,11.9,,7,19.4,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2015,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,31.0,31,,27.8,34.3,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2017,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.5,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2019,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,48.6,48.6,,44.7,52.4,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,10.4,10.4,,9.4,11.5,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,46.2,46.2,,43.3,49.1,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2011,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2019,2019,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.3,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,49.9,49.9,,47.1,52.7,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,12.6,12.6,,7.2,21.2,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2013,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,27,27,,24.3,29.9,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,54.8,54.8,,51.2,58.4,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2020,2020,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.8,34.8,,30.9,39,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2013,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2.2,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2011,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,27.0,27,,24.4,29.7,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25.9,25.9,,24.5,27.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,47.3,47.3,,44.4,50.2,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2011,2011,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.2,1.2,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2.1,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2011,2011,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,29.3,29.3,,26.7,32,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2013,2013,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,48.3,48.3,,44.8,51.9,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2012,2012,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.0,29,,26.4,31.8,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,52.9,52.9,,49.5,56.3,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,9.4,9.4,,5.5,15.5,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,57.3,57.3,,53.8,60.7,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2021,2021,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2013,2013,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,25.9,25.9,,23.3,28.7,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2013,2013,GU,Guam,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,48.8,48.8,,45.9,51.8,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,53.1,53.1,,50.3,55.9,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2020,2020,GU,Guam,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,57.6,57.6,,53.7,61.4,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2017,2017,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,2,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2015,2015,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2.4,Overall,Overall,POINT (144.793731 13.444304),66,MEDIAN,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.3,29.3,,26.2,32.6,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.3,28.3,,25.1,31.6,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2016,2016,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,24.6,24.6,,21.4,28,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2014,2014,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,28.1,28.1,,25.6,30.8,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,GU,Guam,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,21.9,21.9,,18.9,25.1,Overall,Overall,POINT (144.793731 13.444304),66,AGEADJPREV,OVERALL,OVR
2018,2018,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,74.6,74.6,,73.2,76,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,36.9,36.9,,35.5,38.3,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,AGEADJPREV,OVERALL,OVR
2020,2020,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,74.0,74,,72.5,75.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,22.5,22.5,,21.1,24,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,6.6,6.6,,5.1,8.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,15.5,15.5,,14.5,16.5,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,AGEADJPREV,OVERALL,OVR
2018,2018,HI,Hawaii,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,6.4,6.4,,4.9,8.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.9,14.9,,13.7,16.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,63.5,63.5,,61.6,65.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,71,71,,69.4,72.5,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2018,2018,HI,Hawaii,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,65.4,65.4,,63.7,67,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.6,14.6,,13.4,15.8,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2018,2018,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.2,14.2,,13,15.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2017,2017,HI,Hawaii,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2016,2016,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,13.5,13.5,,12.4,14.7,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,24.1,24.1,,22.5,25.8,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2014,2014,HI,Hawaii,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,54.4,54.4,,52.6,56.1,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2016,2016,HI,Hawaii,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,5.8,5.8,,4.6,7.2,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2013,2013,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,13.7,13.7,,12.6,14.9,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2016,2016,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,72.3,72.3,,70.8,73.8,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,1.9,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,MEDIAN,OVERALL,OVR
2013,2013,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2019,2019,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,7.0,7,,5.5,8.9,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2015,2015,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.3,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2015,2015,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.7,14.7,,13.4,16.1,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2012,2012,HI,Hawaii,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,69.7,69.7,,68.1,71.4,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2019,2019,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,12.9,12.9,,11.8,14,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2017,2017,HI,Hawaii,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,13.5,13.5,,12.4,14.7,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,AGEADJPREV,OVERALL,OVR
2021,2021,IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.5,1.5,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1,2.2,Overall,Overall,POINT (-93.81649055599968 42.46940091300047),19,MEDIAN,OVERALL,OVR
2017,2017,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
2019,2019,HI,Hawaii,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.4,1.9,Overall,Overall,POINT (-157.85774940299973 21.304850435000446),15,MEDIAN,OVERALL,OVR
